CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
700,Germany,Male,30 - 39,4,120875,2,no,yes,113407,no
600,France,Female,30 - 39,9,71786,2,yes,yes,67734,no
500,France,Female,30 - 39,8,113143,1,no,no,3363,no
500,Spain,Male,40 - 49,1,150777,2,yes,yes,135757,no
500,Spain,Male,30 - 39,2,174894,1,yes,yes,22314,no
600,France,Male,18 - 29,7,0,1,no,no,129526,no
700,France,Female,40 - 49,2,160416,1,no,yes,37266,no
500,France,Male,40 - 49,3,91246,1,yes,no,60017,yes
700,Spain,Male,40 - 49,10,0,2,yes,no,153015,no
400,France,Female,30 - 39,5,0,1,yes,yes,54209,no
700,Germany,Female,18 - 29,7,98775,1,yes,no,114603,no
500,Germany,Female,40 - 49,10,139756,1,yes,no,165849,yes
700,Spain,Male,40 - 49,3,177626,3,no,yes,16392,yes
600,France,Male,50 - 59,8,0,1,yes,yes,162719,yes
500,Spain,Male,50 - 59,4,0,1,no,no,107112,yes
700,Spain,Male,40 - 49,8,0,2,no,yes,41823,no
500,Germany,Male,30 - 39,6,152496,1,yes,yes,99907,no
500,France,Male,50 - 59,8,0,2,no,yes,178229,no
500,Germany,Male,18 - 29,1,112930,2,yes,no,22095,no
600,Germany,Female,18 - 29,8,113674,1,yes,no,197861,yes
600,France,Male,40 - 49,9,0,1,yes,no,138328,no
600,France,Male,30 - 39,0,144450,1,no,yes,137276,no
700,France,Male,50 - 59,1,171236,2,no,no,21834,yes
400,Spain,Male,30 - 39,9,96776,1,yes,yes,119890,no
400,Germany,Female,50 - 59,8,145984,1,yes,yes,24564,no
700,Germany,Male,40 - 49,8,96353,1,no,no,10209,no
800,France,Male,18 - 29,7,0,2,yes,yes,83449,no
700,Germany,Female,30 - 39,0,115777,1,yes,yes,81508,no
500,France,Female,50 - 59,7,122822,2,no,no,32626,no
700,Spain,Male,60 - 69,2,0,2,yes,yes,43982,no
400,France,Male,40 - 49,3,0,2,no,no,124874,no
600,Spain,Female,30 - 39,4,79450,1,yes,yes,118324,no
500,Germany,Male,30 - 39,2,122394,1,yes,yes,22113,no
700,Spain,Female,40 - 49,1,0,2,yes,no,31962,no
500,Germany,Male,40 - 49,0,134378,1,yes,yes,105746,no
700,France,Male,18 - 29,2,0,2,yes,no,39925,no
600,Spain,Female,30 - 39,2,88161,2,yes,no,127630,no
600,Spain,Male,40 - 49,2,142412,1,yes,no,28778,no
500,France,Male,30 - 39,3,121030,1,yes,no,10008,no
600,Germany,Female,30 - 39,3,165982,2,yes,yes,24482,no
600,Spain,Female,30 - 39,6,0,2,yes,no,98618,no
500,France,Female,30 - 39,8,206663,1,no,no,16281,no
700,Germany,Male,30 - 39,3,94661,2,yes,no,121239,no
600,France,Male,18 - 29,0,174400,1,yes,no,42669,no
600,Spain,Male,40 - 49,7,123428,1,yes,yes,164924,no
700,Spain,Male,40 - 49,6,175735,1,yes,yes,157337,no
700,Spain,Male,30 - 39,5,78381,1,no,yes,153831,no
600,France,Male,30 - 39,5,115345,2,no,no,168781,no
600,Germany,Female,30 - 39,10,118613,1,yes,no,168469,no
700,Germany,Male,18 - 29,2,109960,2,yes,yes,170829,no
500,Germany,Female,40 - 49,1,142703,1,yes,no,86207,yes
600,Germany,Female,40 - 49,8,121729,1,no,no,61164,no
500,France,Female,30 - 39,4,0,1,yes,yes,133287,no
600,France,Female,40 - 49,4,139496,2,yes,yes,77128,no
500,Spain,Male,18 - 29,8,0,2,no,no,77660,no
600,Spain,Male,30 - 39,5,138521,1,yes,yes,56897,no
700,France,Female,30 - 39,2,0,2,yes,no,72945,no
600,Germany,Female,30 - 39,10,83727,1,yes,no,45418,no
700,Spain,Female,30 - 39,9,0,2,yes,yes,158527,no
600,France,Male,30 - 39,9,0,1,yes,no,111312,no
600,Spain,Male,30 - 39,6,124179,1,yes,yes,138759,no
600,France,Male,30 - 39,7,128829,1,yes,no,190588,no
600,France,Male,30 - 39,6,171490,1,no,no,79099,no
700,Spain,Male,30 - 39,3,0,2,yes,no,138613,no
700,Spain,Female,30 - 39,7,0,2,yes,yes,194230,no
600,Spain,Male,18 - 29,8,0,1,yes,no,110252,no
700,France,Male,30 - 39,9,0,2,yes,yes,106117,no
400,France,Male,40 - 49,7,160818,1,no,yes,169642,yes
700,Germany,Male,50 - 59,9,156367,2,no,yes,116179,no
600,Germany,Female,50 - 59,8,121669,2,no,no,91,yes
700,France,Male,40 - 49,6,133970,2,no,yes,187839,no
500,France,Male,40 - 49,3,0,2,yes,no,121098,no
500,France,Female,30 - 39,3,96127,1,no,no,30972,no
500,Spain,Male,60 - 69,7,121907,1,no,yes,30314,no
500,Spain,Male,40 - 49,5,0,2,no,yes,14479,no
500,Spain,Male,30 - 39,6,0,1,yes,yes,196395,no
800,Germany,Female,40 - 49,8,77701,1,no,yes,19512,no
600,France,Male,60 - 69,9,0,3,yes,yes,72318,no
400,France,Male,30 - 39,2,0,2,yes,yes,96615,no
700,Spain,Male,30 - 39,5,113922,2,yes,no,30772,no
600,Germany,Female,60 - 69,2,183997,2,yes,yes,161217,no
700,France,Male,18 - 29,2,0,2,no,yes,66795,no
600,France,Male,18 - 29,4,0,2,yes,yes,123969,no
600,France,Female,40 - 49,6,89799,2,no,yes,13783,yes
500,Spain,Male,18 - 29,2,0,1,yes,yes,168924,no
500,Spain,Female,30 - 39,7,85660,1,no,no,134778,no
800,Germany,Male,30 - 39,9,115569,1,no,yes,119782,no
500,France,Female,40 - 49,2,81828,1,yes,no,52167,no
500,Germany,Male,18 - 29,1,132694,1,yes,no,167689,no
500,Spain,Male,50 - 59,2,108867,1,no,no,140800,yes
500,France,Male,30 - 39,7,0,2,yes,no,19823,no
700,France,Female,18 - 29,5,0,2,no,no,72969,no
800,Germany,Male,30 - 39,2,96152,2,yes,no,143711,no
700,Germany,Female,40 - 49,0,153855,1,yes,yes,180862,yes
500,France,Male,40 - 49,2,0,2,yes,no,125658,no
700,France,Female,30 - 39,3,141334,1,no,yes,125870,no
600,Germany,Male,40 - 49,1,104584,1,yes,no,15126,yes
800,Germany,Female,50 - 59,8,98173,1,no,no,22457,yes
500,Spain,Female,40 - 49,1,0,2,yes,yes,82614,no
500,Germany,Female,30 - 39,3,135157,1,yes,yes,32919,no
500,Germany,Female,40 - 49,5,171601,1,yes,no,126223,no
700,France,Male,18 - 29,5,179539,1,no,no,112010,no
700,Germany,Male,30 - 39,5,80615,2,no,no,180962,no
500,Spain,Male,40 - 49,1,0,1,no,no,128882,yes
700,Germany,Male,18 - 29,5,126285,1,yes,no,177614,yes
600,Germany,Female,18 - 29,4,137964,1,no,yes,174570,no
600,Germany,Male,40 - 49,9,159434,1,yes,no,178373,no
700,Germany,Male,40 - 49,5,113574,2,yes,no,103396,no
600,France,Female,30 - 39,6,0,2,yes,yes,59129,no
600,Germany,Male,30 - 39,9,124573,2,no,no,683,no
600,Germany,Female,30 - 39,6,105864,2,yes,no,145567,no
700,Germany,Female,40 - 49,5,104552,1,yes,no,48137,yes
700,France,Female,30 - 39,3,0,2,yes,no,90876,no
500,France,Female,30 - 39,5,0,2,no,yes,198543,no
600,France,Male,50 - 59,2,0,1,yes,yes,106202,yes
700,Germany,Female,40 - 49,8,119492,2,no,yes,166896,yes
700,France,Female,30 - 39,0,130499,2,yes,yes,74804,no
400,Spain,Female,40 - 49,6,140576,1,yes,yes,116971,no
600,Germany,Female,30 - 39,9,91025,2,no,yes,163783,no
600,France,Female,30 - 39,1,0,3,no,yes,70221,yes
500,France,Female,30 - 39,1,125877,2,yes,yes,107841,no
700,Spain,Male,60 - 69,3,45752,2,yes,no,79623,yes
600,France,Male,30 - 39,3,121778,1,yes,yes,138399,no
500,Germany,Female,40 - 49,2,127948,1,yes,yes,182765,no
500,France,Female,30 - 39,7,0,2,yes,yes,186648,no
600,Germany,Male,30 - 39,5,115286,2,yes,yes,149587,no
700,Germany,Male,40 - 49,9,62078,2,yes,no,129050,no
700,France,Female,30 - 39,1,0,2,yes,no,47764,no
600,Spain,Female,30 - 39,4,175406,2,yes,yes,172792,yes
400,Spain,Male,18 - 29,1,131643,1,yes,no,64436,no
400,Germany,Male,40 - 49,3,151739,1,yes,no,167461,no
500,France,Male,40 - 49,6,93616,2,no,no,98348,no
700,Germany,Female,60 - 69,5,138597,2,yes,yes,41536,yes
600,France,Female,40 - 49,5,0,2,yes,yes,72462,no
500,France,Male,40 - 49,9,0,2,yes,no,112465,yes
600,France,Female,18 - 29,1,85225,1,no,yes,64511,no
700,France,Female,30 - 39,8,148749,2,yes,no,91830,no
600,Germany,Male,50 - 59,7,130013,1,yes,yes,190806,yes
500,Spain,Female,18 - 29,1,0,1,no,yes,112311,no
700,France,Female,80 - 89,6,0,2,yes,yes,72276,no
700,France,Male,50 - 59,7,111729,2,no,yes,84920,no
700,France,Female,30 - 39,5,180169,2,yes,no,17348,no
400,Spain,Male,40 - 49,8,0,2,yes,yes,82870,no
600,Spain,Female,40 - 49,6,0,1,yes,no,32080,yes
600,France,Female,40 - 49,5,0,2,no,yes,120512,no
600,Spain,Female,18 - 29,2,0,2,yes,no,179032,no
700,France,Male,30 - 39,3,0,2,yes,yes,95623,no
700,Germany,Female,30 - 39,8,103914,1,yes,yes,110035,yes
600,France,Female,30 - 39,4,88772,1,yes,yes,168822,no
800,France,Female,30 - 39,5,0,1,yes,no,77705,no
700,France,Female,40 - 49,6,131184,1,yes,yes,49815,no
700,France,Male,30 - 39,2,117810,1,no,yes,65632,yes
500,France,Male,30 - 39,4,0,1,yes,no,169361,no
500,Germany,Female,30 - 39,0,92466,1,yes,no,4721,no
800,Germany,Female,30 - 39,2,102741,2,no,yes,23974,no
500,France,Male,30 - 39,9,178755,1,yes,no,199929,no
700,France,Male,40 - 49,7,0,2,yes,no,40023,no
400,Germany,Female,30 - 39,5,146602,2,yes,yes,72946,no
700,France,Male,18 - 29,2,0,2,yes,yes,170421,no
600,France,Male,30 - 39,6,0,2,yes,yes,58879,no
500,Spain,Male,30 - 39,6,115702,2,yes,yes,25059,no
400,Germany,Female,60 - 69,2,137655,1,no,yes,29909,no
600,France,Female,18 - 29,3,0,2,yes,no,158043,no
600,Spain,Female,30 - 39,6,59877,1,yes,no,14032,yes
600,France,Male,30 - 39,5,100082,1,no,yes,49809,no
600,Germany,Male,50 - 59,10,107304,3,yes,no,28806,yes
600,Spain,Male,30 - 39,9,0,1,no,yes,90490,no
700,Spain,Male,40 - 49,10,96032,1,yes,yes,75825,no
600,Spain,Male,30 - 39,10,0,1,no,no,158336,no
600,Germany,Male,18 - 29,9,144553,2,yes,no,143454,no
600,Germany,Male,40 - 49,5,86172,2,yes,yes,117279,no
700,France,Male,70 - 79,9,0,1,yes,yes,114283,no
500,Germany,Female,18 - 29,2,87212,1,yes,yes,994,no
500,France,Male,30 - 39,5,0,2,yes,no,124795,no
600,Germany,Female,30 - 39,2,130700,2,no,no,77592,no
500,France,Male,60 - 69,3,0,2,yes,no,105986,no
700,France,Female,30 - 39,6,0,2,no,no,33606,no
700,Spain,Male,18 - 29,6,0,2,yes,yes,134188,no
700,Spain,Female,40 - 49,5,171325,1,yes,yes,159718,yes
700,Spain,Male,50 - 59,4,92930,1,no,yes,85148,no
600,France,Female,40 - 49,0,0,1,yes,no,119059,no
600,France,Female,18 - 29,1,77556,2,yes,yes,122998,no
700,France,Male,30 - 39,7,102874,1,no,no,117841,no
600,France,Male,30 - 39,5,146093,2,no,no,160593,no
700,Spain,Male,30 - 39,2,0,1,no,no,174189,yes
700,Spain,Male,50 - 59,4,79811,2,no,yes,68260,yes
600,Spain,Male,30 - 39,10,105473,1,no,no,58854,yes
600,Germany,Female,40 - 49,1,121927,1,yes,no,87994,yes
800,Spain,Female,40 - 49,6,61671,1,no,yes,150659,yes
700,Germany,Female,30 - 39,5,149363,2,yes,yes,109098,no
700,France,Female,18 - 29,4,152309,1,yes,no,104112,no
600,France,Female,30 - 39,5,0,2,yes,no,122949,no
700,Spain,Male,30 - 39,1,111629,1,yes,yes,21807,no
400,France,Male,40 - 49,3,0,1,yes,yes,32319,no
700,Spain,Female,40 - 49,7,96296,1,yes,no,190457,yes
500,France,Male,18 - 29,4,95830,1,yes,no,177738,no
500,France,Female,30 - 39,0,135919,1,yes,no,80425,no
500,France,Male,50 - 59,10,185966,1,no,no,9445,yes
500,France,Female,18 - 29,5,0,2,yes,yes,174825,no
400,France,Female,18 - 29,7,0,2,no,no,175743,no
800,Germany,Female,40 - 49,8,92244,2,yes,no,54949,no
400,France,Female,30 - 39,9,112727,2,yes,no,183752,no
600,France,Female,30 - 39,8,100359,1,no,no,46038,no
800,Germany,Male,40 - 49,10,105301,1,yes,yes,78941,no
700,Spain,Male,40 - 49,6,112994,1,no,no,198398,no
600,Germany,Male,40 - 49,4,89025,2,yes,no,188892,no
600,France,Male,30 - 39,9,95478,1,no,no,169286,no
600,France,Male,30 - 39,8,0,2,no,no,145004,no
500,Germany,Female,40 - 49,7,119127,2,yes,no,55809,no
700,France,Male,18 - 29,4,128206,1,yes,yes,54272,no
600,France,Male,40 - 49,1,0,2,yes,no,192440,no
700,Germany,Female,18 - 29,4,71433,1,yes,no,103697,no
500,Germany,Male,30 - 39,9,118214,3,yes,no,119110,yes
500,France,Female,18 - 29,5,102258,2,yes,no,194681,no
500,Spain,Female,30 - 39,2,151963,2,yes,no,158948,no
500,Spain,Female,40 - 49,2,163764,1,yes,yes,165122,yes
700,France,Female,30 - 39,7,128551,2,no,yes,189402,no
500,Spain,Female,30 - 39,10,118158,1,yes,yes,158027,no
600,France,Male,30 - 39,7,118520,1,no,no,3815,no
700,France,Male,18 - 29,4,0,2,yes,yes,162809,no
600,France,Male,40 - 49,10,163823,1,no,no,89519,no
600,Germany,Male,60 - 69,7,104469,1,yes,yes,25165,yes
600,France,Female,40 - 49,6,0,1,yes,yes,126012,no
600,Spain,Male,30 - 39,7,0,2,yes,no,20109,no
600,Germany,Female,40 - 49,2,141726,1,yes,yes,58257,no
600,Germany,Female,30 - 39,2,137852,1,yes,yes,172269,yes
600,France,Male,18 - 29,1,0,1,yes,no,29818,no
600,France,Female,40 - 49,8,154100,1,no,no,114659,no
700,France,Female,40 - 49,6,0,2,no,no,147184,no
600,France,Male,30 - 39,2,0,3,no,yes,15039,no
400,France,Female,50 - 59,9,0,1,no,yes,76621,no
700,France,Male,30 - 39,8,140004,1,yes,yes,92985,no
600,Spain,Male,40 - 49,8,127132,1,no,yes,6009,yes
500,France,Male,60 - 69,1,0,2,yes,yes,191370,no
500,France,Female,30 - 39,7,125328,1,yes,no,188225,no
500,France,Male,30 - 39,9,0,2,yes,no,11743,no
400,Germany,Female,18 - 29,3,139986,1,yes,no,136846,no
700,Germany,Female,30 - 39,6,119787,1,yes,yes,164248,no
600,Spain,Female,30 - 39,10,107556,2,no,no,154631,no
600,France,Female,40 - 49,2,0,2,yes,no,149665,no
600,France,Male,40 - 49,1,0,1,no,no,91574,no
500,France,Female,18 - 29,0,142705,1,yes,no,127233,no
500,France,Male,40 - 49,7,0,1,yes,yes,56650,no
600,Spain,Female,50 - 59,4,0,2,yes,no,84644,no
500,France,Male,30 - 39,6,161613,2,yes,yes,148238,no
600,Germany,Female,50 - 59,3,116353,2,no,yes,193502,no
600,France,Male,30 - 39,4,60013,1,yes,yes,38020,no
600,Spain,Male,18 - 29,4,0,2,yes,yes,176750,no
600,Germany,Male,30 - 39,9,144272,2,yes,no,176580,no
600,France,Female,40 - 49,8,0,2,yes,no,133059,no
500,France,Male,30 - 39,6,117696,1,yes,no,100843,no
800,Spain,Male,50 - 59,1,79954,2,yes,yes,30484,no
500,France,Female,18 - 29,8,149989,1,yes,no,42330,no
600,France,Male,40 - 49,7,124339,1,no,no,193309,no
500,Germany,Male,18 - 29,4,135759,1,no,no,112813,yes
700,Spain,Female,30 - 39,9,0,2,yes,no,68008,no
500,France,Male,30 - 39,3,83074,1,yes,no,132673,no
400,France,Female,18 - 29,4,141792,1,yes,yes,22001,no
500,France,Female,18 - 29,6,0,1,yes,no,100200,yes
700,France,Female,30 - 39,6,0,1,no,no,122604,no
400,Germany,Female,40 - 49,1,106870,2,yes,no,100564,no
500,France,Male,30 - 39,9,120962,1,yes,no,5419,no
700,Spain,Male,50 - 59,4,0,2,no,no,123587,yes
600,France,Female,30 - 39,5,0,2,yes,no,13935,no
500,France,Male,30 - 39,0,110527,1,yes,yes,87060,no
600,Germany,Female,50 - 59,0,133723,1,no,no,4859,yes
600,France,Female,50 - 59,5,112670,1,yes,no,21085,yes
700,France,Female,40 - 49,2,0,2,yes,yes,26733,no
500,France,Male,18 - 29,1,116084,1,yes,no,89734,no
300,Spain,Male,30 - 39,0,0,1,yes,yes,179540,yes
400,Spain,Female,30 - 39,6,0,2,yes,no,173219,no
600,France,Female,30 - 39,10,0,2,yes,yes,37411,no
500,France,Female,40 - 49,4,82441,1,no,no,80852,no
600,France,Female,30 - 39,10,0,2,yes,yes,43174,yes
500,Germany,Female,30 - 39,10,134171,4,yes,yes,70927,yes
700,France,Male,30 - 39,10,0,2,yes,yes,54265,no
600,France,Male,30 - 39,5,0,2,yes,yes,41872,no
600,Germany,Female,40 - 49,2,124442,1,yes,no,15068,yes
400,France,Male,30 - 39,4,0,1,yes,no,25950,no
500,France,Male,60 - 69,4,0,1,yes,no,197727,yes
600,Germany,Female,30 - 39,4,108862,1,yes,no,79555,yes
500,France,Male,18 - 29,3,141099,1,yes,yes,15607,no
500,France,Female,60 - 69,0,128843,1,yes,yes,134612,no
600,France,Male,30 - 39,0,86843,1,no,yes,159830,no
500,Germany,Female,30 - 39,4,120074,2,yes,yes,162961,no
500,France,Male,18 - 29,5,130231,2,yes,yes,192427,no
700,France,Female,30 - 39,5,0,2,yes,no,92647,no
600,France,Male,30 - 39,2,109724,1,yes,yes,180022,no
800,Germany,Female,30 - 39,5,111743,1,yes,yes,183584,no
500,Germany,Male,30 - 39,8,121309,2,yes,yes,28750,no
600,France,Male,30 - 39,10,82697,1,yes,no,74846,no
600,France,Female,40 - 49,9,44301,3,yes,yes,89729,yes
500,France,Female,30 - 39,4,138317,1,no,no,61843,no
600,Germany,Male,40 - 49,4,120688,1,yes,no,24770,yes
400,France,Male,18 - 29,4,176913,1,yes,no,80587,no
600,Spain,Male,40 - 49,6,89047,1,yes,no,116286,no
700,Germany,Male,40 - 49,4,114318,2,yes,no,129333,yes
700,France,Female,50 - 59,4,0,2,yes,no,129372,no
500,Germany,Female,30 - 39,7,94753,2,yes,yes,18149,no
500,Spain,Female,40 - 49,10,0,2,no,yes,168369,no
500,France,Male,30 - 39,8,0,2,no,yes,67431,no
600,Germany,Male,30 - 39,9,106520,2,yes,no,177092,no
500,Spain,Male,30 - 39,0,134006,1,yes,yes,93736,no
500,Germany,Female,18 - 29,3,132837,1,yes,no,131647,no
600,France,Female,40 - 49,0,120549,2,yes,no,175722,no
700,France,Male,18 - 29,1,139432,1,yes,yes,85606,no
700,Spain,Male,18 - 29,7,80895,2,yes,no,64945,no
600,Spain,Male,30 - 39,6,0,2,yes,no,190347,no
700,Spain,Female,30 - 39,7,171646,1,no,yes,100791,no
700,Spain,Male,40 - 49,0,109121,1,no,yes,167873,no
500,France,Female,30 - 39,6,109844,1,yes,no,25289,no
400,France,Female,30 - 39,7,140931,1,no,yes,20388,no
600,Spain,Male,40 - 49,10,0,2,yes,yes,145089,no
600,France,Male,30 - 39,6,0,2,yes,yes,179093,no
800,Germany,Female,40 - 49,3,101543,4,yes,no,16025,yes
700,Germany,Male,30 - 39,7,102708,1,yes,no,9087,no
600,Germany,Female,30 - 39,8,149000,2,yes,yes,21472,no
500,France,Male,18 - 29,0,83459,1,yes,yes,146752,no
800,France,Female,40 - 49,3,75893,2,yes,no,132562,no
700,Germany,Female,30 - 39,7,167395,2,no,yes,139537,no
600,France,Female,60 - 69,6,0,2,yes,yes,133672,no
700,Germany,Female,50 - 59,6,71283,2,no,yes,38984,no
500,France,Female,30 - 39,3,0,2,yes,yes,115217,no
400,Spain,Male,60 - 69,3,0,2,yes,yes,93844,no
600,France,Female,30 - 39,1,104016,1,no,no,22068,yes
600,France,Female,30 - 39,5,127616,1,yes,no,123846,no
700,France,Male,30 - 39,5,154737,2,yes,yes,172638,no
500,Spain,Male,18 - 29,2,0,2,yes,yes,1591,no
600,France,Male,30 - 39,4,125476,1,yes,yes,91775,no
400,France,Female,18 - 29,3,176511,1,yes,yes,153920,no
600,Spain,Female,40 - 49,8,110783,1,yes,yes,71420,no
700,France,Male,40 - 49,2,141642,2,yes,no,172149,no
600,France,Male,30 - 39,1,0,2,yes,yes,54706,no
500,Spain,Female,30 - 39,9,0,1,no,yes,183358,no
400,Germany,Male,40 - 49,1,75681,1,yes,yes,57098,no
400,France,Male,50 - 59,3,0,1,yes,no,156910,yes
600,France,Male,18 - 29,7,0,1,yes,yes,130224,no
400,France,Male,30 - 39,6,161111,1,no,no,13946,no
700,France,Male,60 - 69,5,0,2,no,yes,38652,no
600,France,Female,40 - 49,6,72494,1,no,yes,140041,no
600,France,Female,30 - 39,3,133964,1,yes,yes,166187,no
600,Spain,Male,30 - 39,1,0,1,yes,no,139919,no
500,France,Female,18 - 29,3,0,2,yes,no,28137,no
600,France,Male,60 - 69,3,157201,1,no,yes,50368,no
500,Spain,Female,40 - 49,5,95679,1,no,no,94978,no
700,Germany,Female,18 - 29,7,106230,1,yes,yes,69903,yes
600,France,Female,30 - 39,5,0,2,no,yes,177607,no
600,Germany,Female,30 - 39,9,81231,2,yes,no,196731,no
500,France,Female,30 - 39,1,81480,2,yes,yes,65234,no
800,France,Male,30 - 39,8,73059,1,yes,yes,186281,no
600,France,Male,30 - 39,5,117559,2,yes,yes,111573,no
400,Germany,Female,70 - 79,1,186445,2,yes,yes,196767,no
700,Germany,Female,30 - 39,5,137657,2,yes,no,72985,no
700,France,Male,30 - 39,8,133889,1,yes,yes,143265,no
600,Germany,Female,40 - 49,9,134562,1,yes,yes,159268,no
500,Germany,Female,50 - 59,9,100781,2,yes,yes,54448,no
700,France,Male,30 - 39,8,174356,1,no,no,31928,no
700,Germany,Male,18 - 29,5,190125,2,no,no,21793,no
800,France,Male,18 - 29,7,146266,1,yes,no,21903,yes
700,Germany,Male,40 - 49,9,164046,1,yes,no,49405,no
600,Spain,Female,40 - 49,4,123536,2,no,no,154908,no
700,France,Male,30 - 39,10,0,2,yes,yes,182867,no
600,Spain,Female,30 - 39,1,171848,1,no,no,16957,no
600,France,Male,40 - 49,9,0,2,no,no,93717,no
600,France,Female,30 - 39,5,139562,2,yes,no,61636,no
500,France,Male,30 - 39,2,0,2,no,yes,95864,no
600,France,Male,40 - 49,2,168001,2,yes,yes,167400,no
700,France,Male,18 - 29,0,0,2,no,yes,131534,no
600,Germany,Male,80 - 89,6,123356,1,no,yes,92934,no
600,Spain,Male,40 - 49,2,0,2,yes,yes,119808,no
500,Germany,Male,50 - 59,2,125845,1,yes,no,9439,yes
500,Germany,Male,40 - 49,10,45408,2,yes,no,18732,no
700,Germany,Female,30 - 39,0,125977,1,no,no,160162,no
600,Germany,Female,50 - 59,7,147262,1,yes,yes,53630,yes
600,France,Male,40 - 49,8,133767,1,yes,no,36405,no
500,Germany,Male,40 - 49,0,108806,3,yes,no,61446,yes
700,France,Male,40 - 49,6,106036,1,yes,no,194686,yes
600,Spain,Female,60 - 69,9,0,1,no,yes,134483,no
500,France,Female,18 - 29,1,0,2,yes,yes,37769,no
600,France,Male,30 - 39,6,0,2,yes,yes,2382,no
500,Spain,Male,60 - 69,1,82182,1,yes,no,106826,yes
700,France,Female,30 - 39,9,0,2,yes,no,39511,no
600,France,Male,50 - 59,9,76817,4,yes,no,196371,yes
700,Germany,Male,70 - 79,9,142550,2,yes,yes,122506,no
600,Spain,Female,40 - 49,10,0,2,yes,yes,61994,no
600,Germany,Male,30 - 39,2,103711,1,no,yes,192464,yes
500,Spain,Female,40 - 49,2,0,1,yes,yes,5194,no
500,Germany,Female,30 - 39,7,128369,2,yes,no,198256,no
600,Spain,Male,30 - 39,5,0,2,yes,yes,62634,no
600,France,Male,30 - 39,9,0,2,yes,yes,114006,no
600,Germany,Male,18 - 29,8,166133,1,yes,yes,107994,no
700,Germany,Female,60 - 69,9,148214,1,yes,no,48571,yes
700,France,Female,70 - 79,5,121206,1,yes,yes,76016,no
600,Spain,Male,18 - 29,10,0,2,yes,yes,180808,no
700,Germany,Male,50 - 59,4,127552,2,yes,no,4225,no
600,France,Male,40 - 49,9,159458,1,yes,no,135841,no
400,Germany,Female,40 - 49,5,102085,1,yes,yes,183536,yes
500,Germany,Male,50 - 59,2,142537,1,yes,yes,88791,no
600,Spain,Male,18 - 29,1,182781,2,yes,yes,63732,no
700,France,Male,40 - 49,10,0,2,yes,no,1364,no
600,France,Male,18 - 29,7,0,2,yes,yes,149184,no
600,France,Female,18 - 29,3,0,2,yes,no,53394,no
800,Germany,Female,40 - 49,3,152063,2,yes,no,97910,no
700,France,Female,18 - 29,2,110997,1,yes,no,101433,no
500,France,Male,50 - 59,2,148942,1,yes,yes,116944,no
700,France,Male,40 - 49,9,0,1,yes,yes,113267,no
600,Spain,Female,30 - 39,0,84438,1,yes,yes,181449,no
600,France,Female,30 - 39,7,93920,1,no,no,179913,no
800,France,Male,40 - 49,4,158713,2,no,no,98586,no
600,Spain,Male,40 - 49,4,0,3,no,yes,120321,no
700,Germany,Male,60 - 69,7,123204,1,yes,yes,100538,no
600,France,Male,40 - 49,8,72945,2,yes,no,98931,no
600,Spain,Male,30 - 39,0,178742,1,yes,yes,194493,no
500,France,Male,40 - 49,8,0,2,yes,yes,143628,no
700,Spain,Female,40 - 49,8,0,1,yes,no,167030,no
300,France,Male,40 - 49,7,0,1,yes,no,77786,yes
400,France,Female,40 - 49,9,0,1,yes,yes,81014,yes
800,France,Female,18 - 29,9,0,2,yes,yes,41866,no
600,Germany,Male,40 - 49,9,140121,1,yes,no,11302,yes
500,Germany,Male,30 - 39,2,132906,1,no,yes,149384,no
500,Germany,Male,40 - 49,2,179334,2,yes,yes,169303,no
600,France,Male,30 - 39,3,137179,1,yes,yes,37264,no
600,Spain,Male,30 - 39,3,0,2,yes,yes,19515,no
600,France,Female,40 - 49,9,119960,2,yes,no,103068,no
800,France,Male,18 - 29,9,127414,1,yes,yes,134459,no
700,France,Female,30 - 39,6,0,1,yes,no,70496,no
600,France,Female,40 - 49,9,137409,1,yes,no,175877,yes
700,France,Male,18 - 29,8,0,2,yes,no,106390,no
700,Spain,Female,30 - 39,2,0,1,yes,yes,52138,no
500,France,Male,40 - 49,4,0,4,no,no,18522,yes
600,France,Male,30 - 39,9,112494,1,yes,yes,32231,no
600,France,Male,30 - 39,1,78133,1,no,yes,174225,no
600,Spain,Female,30 - 39,1,0,2,yes,no,102021,no
600,Spain,Female,30 - 39,5,145553,1,yes,yes,31484,no
600,Germany,Male,40 - 49,4,123593,2,yes,no,82469,yes
500,France,Female,40 - 49,2,0,1,no,no,110900,yes
500,France,Female,18 - 29,0,146286,1,yes,no,105105,no
700,Spain,Female,30 - 39,1,111827,2,yes,no,12674,no
600,Spain,Female,18 - 29,2,0,2,yes,yes,93255,no
600,France,Male,70 - 79,1,94416,1,no,yes,145299,no
700,Spain,Male,40 - 49,2,91549,1,yes,yes,47139,no
600,France,Female,30 - 39,7,59568,1,yes,yes,167723,no
700,France,Female,18 - 29,2,94464,2,no,yes,185900,no
700,France,Female,50 - 59,4,0,1,no,no,85876,yes
600,Germany,Male,40 - 49,8,95368,2,yes,yes,1787,no
700,Germany,Female,30 - 39,10,102185,2,yes,no,23231,no
500,France,Male,30 - 39,1,144875,1,no,no,187740,no
600,Spain,Male,30 - 39,5,0,2,yes,yes,100060,no
